prime,index,p2p
122279,11503,10091
122299,11504,10095
122321,11505,10099
122323,11506,10098
122327,11507,10097
122347,11508,10100
122363,11509,10102
122387,11510,10105
122389,11511,10104
122393,11512,10104
122399,11513,10104
122401,11514,10103
122443,11515,10110
122449,11516,10111
122453,11517,10111
122471,11518,10111
122477,11519,10111
122489,11520,10111
122497,11521,10110
122501,11522,10110
122503,11523,10109
122509,11524,10108
122527,11525,10111
122533,11526,10110
122557,11527,10113
122561,11528,10112
122579,11529,10114
122597,11530,10117
122599,11531,10116
122609,11532,10116
122611,11533,10115
122651,11534,10121
122653,11535,10120
122663,11536,10121
122693,11537,10122
122701,11538,10122
122719,11539,10126
122741,11540,10128
122743,11541,10127
122753,11542,10127
122761,11543,10129
122777,11544,10130
122789,11545,10131
122819,11546,10136
122827,11547,10137
122833,11548,10136
122839,11549,10136
122849,11550,10137
122861,11551,10138
122867,11552,10138
122869,11553,10137
122887,11554,10141
122891,11555,10140
122921,11556,10142
122929,11557,10143
122939,11558,10143
122953,11559,10145
122957,11560,10146
122963,11561,10145
122971,11562,10145
123001,11563,10149
123007,11564,10149
123017,11565,10149
123031,11566,10149
123049,11567,10150
123059,11568,10149
123077,11569,10153
123083,11570,10152
123091,11571,10153
123113,11572,10158
123121,11573,10158
123127,11574,10159
123143,11575,10160
123169,11576,10163
123191,11577,10166
123203,11578,10167
123209,11579,10166
123217,11580,10165
123229,11581,10165
123239,11582,10166
123259,11583,10168
123269,11584,10169
123289,11585,10172
123307,11586,10175
123311,11587,10174
123323,11588,10176
123341,11589,10176
123373,11590,10182
123377,11591,10181
123379,11592,10180
123397,11593,10184
123401,11594,10183
123407,11595,10185
123419,11596,10186
123427,11597,10186
123433,11598,10185
123439,11599,10184
123449,11600,10184
123457,11601,10186
123479,11602,10192
123491,11603,10193
123493,11604,10192
123499,11605,10191
123503,11606,10191
123517,11607,10192
123527,11608,10191
123547,11609,10194
123551,11610,10194
123553,11611,10193
123581,11612,10193
123583,11613,10192
123593,11614,10192
123601,11615,10193
123619,11616,10194
123631,11617,10196
123637,11618,10195
123653,11619,10196
123661,11620,10196
123667,11621,10195
123677,11622,10197
123701,11623,10201
123707,11624,10201
123719,11625,10202
123727,11626,10203
123731,11627,10202
123733,11628,10202
123737,11629,10201
123757,11630,10201
123787,11631,10205
123791,11632,10205
123803,11633,10207
123817,11634,10210
123821,11635,10209
123829,11636,10210
123833,11637,10209
123853,11638,10211
123863,11639,10212
123887,11640,10216
123911,11641,10219
123923,11642,10219
123931,11643,10220
123941,11644,10221
123953,11645,10222
123973,11646,10224
123979,11647,10224
123983,11648,10223
123989,11649,10222
123997,11650,10223
124001,11651,10224
124021,11652,10226
124067,11653,10234
124087,11654,10237
124097,11655,10239
124121,11656,10241
124123,11657,10241
124133,11658,10241
124139,11659,10241
124147,11660,10242
124153,11661,10242
124171,11662,10244
124181,11663,10245
124183,11664,10244
124193,11665,10244
124199,11666,10244
124213,11667,10245
124231,11668,10248
124247,11669,10250
124249,11670,10249
124277,11671,10252
124291,11672,10253
124297,11673,10254
124301,11674,10254
124303,11675,10253
124309,11676,10253
124337,11677,10257
124339,11678,10256
124343,11679,10256
124349,11680,10255
124351,11681,10255
124363,11682,10257
124367,11683,10256
124427,11684,10267
124429,11685,10266
124433,11686,10266
124447,11687,10271
124459,11688,10272
124471,11689,10271
124477,11690,10270
124489,11691,10270
124493,11692,10270
124513,11693,10271
124529,11694,10271
124541,11695,10272
124543,11696,10271
124561,11697,10274
124567,11698,10276
124577,11699,10276
124601,11700,10278
124633,11701,10283
124643,11702,10282
124669,11703,10285
124673,11704,10285
124679,11705,10284
124693,11706,10286
124699,11707,10286
124703,11708,10285
124717,11709,10288
124721,11710,10289
124739,11711,10290
124753,11712,10292
124759,11713,10292
124769,11714,10293
124771,11715,10294
124777,11716,10293
124781,11717,10292
124783,11718,10292
124793,11719,10292
124799,11720,10293
124819,11721,10293
124823,11722,10292
124847,11723,10295
124853,11724,10295
124897,11725,10300
124907,11726,10301
124909,11727,10300
124919,11728,10301
124951,11729,10306
124979,11730,10309
124981,11731,10308
124987,11732,10310
124991,11733,10309
125003,11734,10309
125017,11735,10312
125029,11736,10316
125053,11737,10317
125063,11738,10318
125093,11739,10320
125101,11740,10320
125107,11741,10319
125113,11742,10318
125117,11743,10317
125119,11744,10316
125131,11745,10317
125141,11746,10318
125149,11747,10317
125183,11748,10320
125197,11749,10319
125201,11750,10318
125207,11751,10319
125219,11752,10320
125221,11753,10320
125231,11754,10320
125243,11755,10319
125261,11756,10321
125269,11757,10320
125287,11758,10320
125299,11759,10320
125303,11760,10319
125311,11761,10319
125329,11762,10319
125339,11763,10319
125353,11764,10322
125371,11765,10326
125383,11766,10327
125387,11767,10326
125399,11768,10328
125407,11769,10330
125423,11770,10332
125429,11771,10332
125441,11772,10333
125453,11773,10333
125471,11774,10333
125497,11775,10339
125507,11776,10339
125509,11777,10338
125527,11778,10339
125539,11779,10342
125551,11780,10344
125591,11781,10350
125597,11782,10350
125617,11783,10356
125621,11784,10355
125627,11785,10354
125639,11786,10356
125641,11787,10355
125651,11788,10357
125659,11789,10356
125669,11790,10356
125683,11791,10358
125687,11792,10357
125693,11793,10356
125707,11794,10357
125711,11795,10357
125717,11796,10358
125731,11797,10359
125737,11798,10360
125743,11799,10361
125753,11800,10362
125777,11801,10367
125789,11802,10368
125791,11803,10367
125803,11804,10366
125813,11805,10369
125821,11806,10369
125863,11807,10373
125887,11808,10374
125897,11809,10375
125899,11810,10374
125921,11811,10376
125927,11812,10376
125929,11813,10376
125933,11814,10376
125941,11815,10376
125959,11816,10380
125963,11817,10379
126001,11818,10385
126011,11819,10386
126013,11820,10385
126019,11821,10386
126023,11822,10385
126031,11823,10384
126037,11824,10383
126041,11825,10383
126047,11826,10382
126067,11827,10382
126079,11828,10385
126097,11829,10389
126107,11830,10389
126127,11831,10391
126131,11832,10390
126143,11833,10391
126151,11834,10392
126173,11835,10395
126199,11836,10397
126211,11837,10399
126223,11838,10400
126227,11839,10400
126229,11840,10400
126233,11841,10400
126241,11842,10400
126257,11843,10400
126271,11844,10401
126307,11845,10405
126311,11846,10405
126317,11847,10404
126323,11848,10404
126337,11849,10404
126341,11850,10403
126349,11851,10403
126359,11852,10404
126397,11853,10409
126421,11854,10412
126433,11855,10411
126443,11856,10413
126457,11857,10417
126461,11858,10417
126473,11859,10417
126481,11860,10417
126487,11861,10417
126491,11862,10417
126493,11863,10417
126499,11864,10416
126517,11865,10417
126541,11866,10419
126547,11867,10418
126551,11868,10417
126583,11869,10422
126601,11870,10421
126611,11871,10420
126613,11872,10419
126631,11873,10421
126641,11874,10421
126653,11875,10420
126683,11876,10424
126691,11877,10426
126703,11878,10426
126713,11879,10427
126719,11880,10428
126733,11881,10429
126739,11882,10429
126743,11883,10429
126751,11884,10430
126757,11885,10430
126761,11886,10429
126781,11887,10432
126823,11888,10440
126827,11889,10440
126839,11890,10440
126851,11891,10441
126857,11892,10441
126859,11893,10441
126913,11894,10452
126923,11895,10451
126943,11896,10454
126949,11897,10453
126961,11898,10456
126967,11899,10455
126989,11900,10458
127031,11901,10467
127033,11902,10466
127037,11903,10466
127051,11904,10466
127079,11905,10468
127081,11906,10468
127103,11907,10469
127123,11908,10471
127133,11909,10472
127139,11910,10471
127157,11911,10474
127163,11912,10473
127189,11913,10475
127207,11914,10478
127217,11915,10477
127219,11916,10477
127241,11917,10478
127247,11918,10479
127249,11919,10478
127261,11920,10478
127271,11921,10478
127277,11922,10477
127289,11923,10477
127291,11924,10476
127297,11925,10476
127301,11926,10475
127321,11927,10476
127331,11928,10477
127343,11929,10477
127363,11930,10478
127373,11931,10480
127399,11932,10485
127403,11933,10485
127423,11934,10487
127447,11935,10491
127453,11936,10491
127481,11937,10495
127487,11938,10496
127493,11939,10496
127507,11940,10498
127529,11941,10502
127541,11942,10503
127549,11943,10504
127579,11944,10509
127583,11945,10508
127591,11946,10510
127597,11947,10511
127601,11948,10511
127607,11949,10511
127609,11950,10511
127637,11951,10515
127643,11952,10514
127649,11953,10513
127657,11954,10513
127663,11955,10512
127669,11956,10512
127679,11957,10512
127681,11958,10512
127691,11959,10512
127703,11960,10512
127709,11961,10512
127711,11962,10512
127717,11963,10511
127727,11964,10511
127733,11965,10511
127739,11966,10513
127747,11967,10513
127763,11968,10517
127781,11969,10517
127807,11970,10520
127817,11971,10520
127819,11972,10520
127837,11973,10524
127843,11974,10524
127849,11975,10523
127859,11976,10524
127867,11977,10524
127873,11978,10524
127877,11979,10523
127913,11980,10526
127921,11981,10527
127931,11982,10529
127951,11983,10531
127973,11984,10534
127979,11985,10534
127997,11986,10538
128021,11987,10541
128033,11988,10542
128047,11989,10543
128053,11990,10542
128099,11991,10551
128111,11992,10553
128113,11993,10552
128119,11994,10551
128147,11995,10551
128153,11996,10551
128159,11997,10552
128173,11998,10552
128189,11999,10554
128201,12000,10555
128203,12001,10554
128213,12002,10554
128221,12003,10554
128237,12004,10555
128239,12005,10554
128257,12006,10557
128273,12007,10558
128287,12008,10559
128291,12009,10560
128311,12010,10562
128321,12011,10562
128327,12012,10563
128339,12013,10563
128341,12014,10562
128347,12015,10562
128351,12016,10562
128377,12017,10563
128389,12018,10564
128393,12019,10563
128399,12020,10562
128411,12021,10564
128413,12022,10563
128431,12023,10563
128437,12024,10563
128449,12025,10564
128461,12026,10565
128467,12027,10565
128473,12028,10565
128477,12029,10564
128483,12030,10564
128489,12031,10564
128509,12032,10566
128519,12033,10565
128521,12034,10564
128549,12035,10567
128551,12036,10567
128563,12037,10568
128591,12038,10571
128599,12039,10571
128603,12040,10570
128621,12041,10572
128629,12042,10572
128657,12043,10578
128659,12044,10577
128663,12045,10577
128669,12046,10576
128677,12047,10578
128683,12048,10577
128693,12049,10578
128717,12050,10580
128747,12051,10585
128749,12052,10585
128761,12053,10587
128767,12054,10586
128813,12055,10589
128819,12056,10589
128831,12057,10590
128833,12058,10589
128837,12059,10589
128857,12060,10593
128861,12061,10593
128873,12062,10593
128879,12063,10592
128903,12064,10594
128923,12065,10594
128939,12066,10598
128941,12067,10598
128951,12068,10598
128959,12069,10598
128969,12070,10598
128971,12071,10597
128981,12072,10598
128983,12073,10597
128987,12074,10596
128993,12075,10596
129001,12076,10598
129011,12077,10598
129023,12078,10599
129037,12079,10600
129049,12080,10599
129061,12081,10603
129083,12082,10607
129089,12083,10607
129097,12084,10606
129113,12085,10607
129119,12086,10607
129121,12087,10607
129127,12088,10607
129169,12089,10614
129187,12090,10615
129193,12091,10614
129197,12092,10614
129209,12093,10616
129221,12094,10617
129223,12095,10617
129229,12096,10617
129263,12097,10621
129277,12098,10623
129281,12099,10622
129287,12100,10623
129289,12101,10622
129293,12102,10622
129313,12103,10626
129341,12104,10630
129347,12105,10630
129361,12106,10633
129379,12107,10635
129401,12108,10637
129403,12109,10637
129419,12110,10638
129439,12111,10639
129443,12112,10638
129449,12113,10638
129457,12114,10637
129461,12115,10638
129469,12116,10637
129491,12117,10641
129497,12118,10642
129499,12119,10641
129509,12120,10642
129517,12121,10643
129527,12122,10642
129529,12123,10641
129533,12124,10640
129539,12125,10639
129553,12126,10639
129581,12127,10643
129587,12128,10644
129589,12129,10644
129593,12130,10644
129607,12131,10646
129629,12132,10647
129631,12133,10646
129641,12134,10647
129643,12135,10646
129671,12136,10648
129707,12137,10652
129719,12138,10653
129733,12139,10655
129737,12140,10654
129749,12141,10653
129757,12142,10654
129763,12143,10654
129769,12144,10655
129793,12145,10657
129803,12146,10657
129841,12147,10665
129853,12148,10666
129887,12149,10670
129893,12150,10671
129901,12151,10671
129917,12152,10673
129919,12153,10673
129937,12154,10674
129953,12155,10673
129959,12156,10673
129967,12157,10673
129971,12158,10673
130003,12159,10678
130021,12160,10681
130027,12161,10681
130043,12162,10681
130051,12163,10681
130057,12164,10681
130069,12165,10681
130073,12166,10680
130079,12167,10679
130087,12168,10679
130099,12169,10681
130121,12170,10685
130127,12171,10684
130147,12172,10685
130171,12173,10687
130183,12174,10687
130199,12175,10687
130201,12176,10687
130211,12177,10690
130223,12178,10690
130241,12179,10692
130253,12180,10693
130259,12181,10692
130261,12182,10691
130267,12183,10691
130279,12184,10694
130303,12185,10697
130307,12186,10697
130337,12187,10700
130343,12188,10700
130349,12189,10699
130363,12190,10701
130367,12191,10700
130369,12192,10699
130379,12193,10700
130399,12194,10702
130409,12195,10703
130411,12196,10702
130423,12197,10701
130439,12198,10705
130447,12199,10706
130457,12200,10705
130469,12201,10705
130477,12202,10706
130483,12203,10706
130489,12204,10706
130513,12205,10711
130517,12206,10711
130523,12207,10711
130531,12208,10712
130547,12209,10714
130553,12210,10714
130579,12211,10714
130589,12212,10715
130619,12213,10716
130621,12214,10716
130631,12215,10716
130633,12216,10715
130639,12217,10715
130643,12218,10715
130649,12219,10714
130651,12220,10714
130657,12221,10713
130681,12222,10717
130687,12223,10716
130693,12224,10716
130699,12225,10716
130729,12226,10721
130769,12227,10725
130783,12228,10726
130787,12229,10725
130807,12230,10729
130811,12231,10729
130817,12232,10729
130829,12233,10731
130841,12234,10731
130843,12235,10730
130859,12236,10732
130873,12237,10733
130927,12238,10740
130957,12239,10741
130969,12240,10741
130973,12241,10740
130981,12242,10740
130987,12243,10741
131009,12244,10743
131011,12245,10742
131023,12246,10742
131041,12247,10745
131059,12248,10747
131063,12249,10747
131071,12250,10749
131101,12251,10753
131111,12252,10753
131113,12253,10752
131129,12254,10754
131143,12255,10755
131149,12256,10754
131171,12257,10758
131203,12258,10763
131213,12259,10763
131221,12260,10763
131231,12261,10763
131249,12262,10764
131251,12263,10764
131267,12264,10766
131293,12265,10770
131297,12266,10769
131303,12267,10769
131311,12268,10769
131317,12269,10769
131321,12270,10768
131357,12271,10775
131363,12272,10775
131371,12273,10777
131381,12274,10777
131413,12275,10780
131431,12276,10780
131437,12277,10779
131441,12278,10779
131447,12279,10779
131449,12280,10779
131477,12281,10782
131479,12282,10782
131489,12283,10781
131497,12284,10781
131501,12285,10780
131507,12286,10780
131519,12287,10780
131543,12288,10784
131561,12289,10787
131581,12290,10787
131591,12291,10788
131611,12292,10792
131617,12293,10792
131627,12294,10792
131639,12295,10795
131641,12296,10794
131671,12297,10797
131687,12298,10797
131701,12299,10800
131707,12300,10800
131711,12301,10799
131713,12302,10799
131731,12303,10801
131743,12304,10800
131749,12305,10801
131759,12306,10802
131771,12307,10805
131777,12308,10804
131779,12309,10803
131783,12310,10803
131797,12311,10805
131837,12312,10811
131839,12313,10811
131849,12314,10810
131861,12315,10809
131891,12316,10813
131893,12317,10812
131899,12318,10811
131909,12319,10811
131927,12320,10815
131933,12321,10815
131939,12322,10816
131941,12323,10816
131947,12324,10815
131959,12325,10817
131969,12326,10818
132001,12327,10822
132019,12328,10825
132047,12329,10829
132049,12330,10828
132059,12331,10829
132071,12332,10832
132103,12333,10834
132109,12334,10834
132113,12335,10834
132137,12336,10835
132151,12337,10837
132157,12338,10836
132169,12339,10837
132173,12340,10837
132199,12341,10841
132229,12342,10843
132233,12343,10843
132241,12344,10842
132247,12345,10842
132257,12346,10841
132263,12347,10840
132283,12348,10843
132287,12349,10842
132299,12350,10843
132313,12351,10845
132329,12352,10847
132331,12353,10847
132347,12354,10846
132361,12355,10846
132367,12356,10846
132371,12357,10846
132383,12358,10849
132403,12359,10853
132409,12360,10853
132421,12361,10855
132437,12362,10855
132439,12363,10854
132469,12364,10859
132491,12365,10862
132499,12366,10863
132511,12367,10865
132523,12368,10865
132527,12369,10864
132529,12370,10863
132533,12371,10862
132541,12372,10862
132547,12373,10863
132589,12374,10870
132607,12375,10871
132611,12376,10870
132619,12377,10870
132623,12378,10870
132631,12379,10872
132637,12380,10873
132647,12381,10873
132661,12382,10873
132667,12383,10873
132679,12384,10874
132689,12385,10873
132697,12386,10873
132701,12387,10873
132707,12388,10873
132709,12389,10873
132721,12390,10874
132739,12391,10876
132749,12392,10877
132751,12393,10876
132757,12394,10877
132761,12395,10876
132763,12396,10875
132817,12397,10885
132833,12398,10884
132851,12399,10883
132857,12400,10885
132859,12401,10885
132863,12402,10884
132887,12403,10887
132893,12404,10887
132911,12405,10890
132929,12406,10892
132947,12407,10896
132949,12408,10895
132953,12409,10894
132961,12410,10894
132967,12411,10893
132971,12412,10892
132989,12413,10893
133013,12414,10896
133033,12415,10901
133039,12416,10900
133051,12417,10904
133069,12418,10907
133073,12419,10906
133087,12420,10907
133097,12421,10908
133103,12422,10907
133109,12423,10906
133117,12424,10906
133121,12425,10906
133153,12426,10911
133157,12427,10910
133169,12428,10910
133183,12429,10912
133187,12430,10912
133201,12431,10913
133213,12432,10914
133241,12433,10917
133253,12434,10918
133261,12435,10918
133271,12436,10917
133277,12437,10917
133279,12438,10916
133283,12439,10915
133303,12440,10917
133319,12441,10917
133321,12442,10917
133327,12443,10917
133337,12444,10918
133349,12445,10922
133351,12446,10922
133379,12447,10923
133387,12448,10924
133391,12449,10923
133403,12450,10924
133417,12451,10924
133439,12452,10927
133447,12453,10927
133451,12454,10928
133481,12455,10934
133493,12456,10936
133499,12457,10936
133519,12458,10938
133541,12459,10938
133543,12460,10937
133559,12461,10937
133571,12462,10939
133583,12463,10939
133597,12464,10941
133631,12465,10947
133633,12466,10946
133649,12467,10947
133657,12468,10949
133669,12469,10949
133673,12470,10949
133691,12471,10950
133697,12472,10951
133709,12473,10953
133711,12474,10953
133717,12475,10954
133723,12476,10954
133733,12477,10954
133769,12478,10962
133781,12479,10964
133801,12480,10968
133811,12481,10969
133813,12482,10968
133831,12483,10973
133843,12484,10976
133853,12485,10975
133873,12486,10980
133877,12487,10980
133919,12488,10987
133949,12489,10991
133963,12490,10994
133967,12491,10994
133979,12492,10994
133981,12493,10995
133993,12494,10994
133999,12495,10993
134033,12496,10997
134039,12497,10997
134047,12498,10997
134053,12499,10996
134059,12500,10995
134077,12501,10997
134081,12502,10996
134087,12503,10996
134089,12504,10995
134093,12505,10994
134129,12506,10999
134153,12507,11003
134161,12508,11002
134171,12509,11001
134177,12510,11001
134191,12511,11000
134207,12512,11000
134213,12513,10999
134219,12514,10998
134227,12515,10998
134243,12516,10998
134257,12517,11001
134263,12518,11002
134269,12519,11004
134287,12520,11005
134291,12521,11004
134293,12522,11003
134327,12523,11006
134333,12524,11006
134339,12525,11005
134341,12526,11004
134353,12527,11004
134359,12528,11003
134363,12529,11003
134369,12530,11004
134371,12531,11003
134399,12532,11010
134401,12533,11009
134417,12534,11013
134437,12535,11015
134443,12536,11015
134471,12537,11020
134489,12538,11021
134503,12539,11024
134507,12540,11023
134513,12541,11023
134581,12542,11032
134587,12543,11032
134591,12544,11033
134593,12545,11033
134597,12546,11033
134609,12547,11034
134639,12548,11039
134669,12549,11042
134677,12550,11043
134681,12551,11042
134683,12552,11041
134699,12553,11045
134707,12554,11045
134731,12555,11049
134741,12556,11049
134753,12557,11048
134777,12558,11052
134789,12559,11053
134807,12560,11054
134837,12561,11058
134839,12562,11057
134851,12563,11058
134857,12564,11058
134867,12565,11059
134873,12566,11059
134887,12567,11060
134909,12568,11062
134917,12569,11061
134921,12570,11060
134923,12571,11059
134947,12572,11062
134951,12573,11062
134989,12574,11065
134999,12575,11066
135007,12576,11066
135017,12577,11067
135019,12578,11067
135029,12579,11066
135043,12580,11068
135049,12581,11068
135059,12582,11067
135077,12583,11070
135089,12584,11072
135101,12585,11072
135119,12586,11075
135131,12587,11076
135151,12588,11079
135173,12589,11084
135181,12590,11083
135193,12591,11084
135197,12592,11083
135209,12593,11083
135211,12594,11083
135221,12595,11083
135241,12596,11086
135257,12597,11087
135271,12598,11088
135277,12599,11090
135281,12600,11089
135283,12601,11089
135301,12602,11093
135319,12603,11094
135329,12604,11094
135347,12605,11097
135349,12606,11096
135353,12607,11096
135367,12608,11097
135389,12609,11100
135391,12610,11099
135403,12611,11101
135409,12612,11100
135427,12613,11102
135431,12614,11102
135433,12615,11101
135449,12616,11100
135461,12617,11101
135463,12618,11101
135467,12619,11101
135469,12620,11101
135479,12621,11101
135497,12622,11103
135511,12623,11105
135533,12624,11107
135559,12625,11110
135571,12626,11111
135581,12627,11110
135589,12628,11112
135593,12629,11112
135599,12630,11111
135601,12631,11110
135607,12632,11110
135613,12633,11110
135617,12634,11110
135623,12635,11110
135637,12636,11112
135647,12637,11114
135649,12638,11113
135661,12639,11112
135671,12640,11112
135697,12641,11116
135701,12642,11115
135719,12643,11116
135721,12644,11115
135727,12645,11115
135731,12646,11114
135743,12647,11116
135757,12648,11118
135781,12649,11120
135787,12650,11121
135799,12651,11121
135829,12652,11126
135841,12653,11125
135851,12654,11125
135859,12655,11125
135887,12656,11129
135893,12657,11128
135899,12658,11128
135911,12659,11129
135913,12660,11128
135929,12661,11131
135937,12662,11132
135977,12663,11137
135979,12664,11136
136013,12665,11141
136027,12666,11143
136033,12667,11143
136043,12668,11142
136057,12669,11142
136067,12670,11142
136069,12671,11141
136093,12672,11144
136099,12673,11145
136111,12674,11146
136133,12675,11150
136139,12676,11151
136163,12677,11153
136177,12678,11158
136189,12679,11159
136193,12680,11160
136207,12681,11162
136217,12682,11163
136223,12683,11162
136237,12684,11163
136247,12685,11163
136261,12686,11163
136273,12687,11165
136277,12688,11165
136303,12689,11168
136309,12690,11167
136319,12691,11167
136327,12692,11167
136333,12693,11167
136337,12694,11166
136343,12695,11166
136351,12696,11166
136361,12697,11167
136373,12698,11167
136379,12699,11166
136393,12700,11169
136397,12701,11168
136399,12702,11167
136403,12703,11166
136417,12704,11168
136421,12705,11167
136429,12706,11166
136447,12707,11168
136453,12708,11168
136463,12709,11169
136471,12710,11170
136481,12711,11170
136483,12712,11169
136501,12713,11174
136511,12714,11173
136519,12715,11173
136523,12716,11173
136531,12717,11175
136537,12718,11176
136541,12719,11175
136547,12720,11175
136559,12721,11176
136573,12722,11177
136601,12723,11181
136603,12724,11180
136607,12725,11179
136621,12726,11179
136649,12727,11184
136651,12728,11183
136657,12729,11184
136691,12730,11187
136693,12731,11186
136709,12732,11185
136711,12733,11184
136727,12734,11184
136733,12735,11184
136739,12736,11184
136751,12737,11183
136753,12738,11183
136769,12739,11185
136777,12740,11185
136811,12741,11188
136813,12742,11187
136841,12743,11190
136849,12744,11190
136859,12745,11190
136861,12746,11190
136879,12747,11191
136883,12748,11190
136889,12749,11190
136897,12750,11190
136943,12751,11195
136949,12752,11194
136951,12753,11195
136963,12754,11196
136973,12755,11198
136979,12756,11197
136987,12757,11198
136991,12758,11198
136993,12759,11197
136999,12760,11197
137029,12761,11199
137077,12762,11208
137087,12763,11209
137089,12764,11209
137117,12765,11213
137119,12766,11213
137131,12767,11214
137143,12768,11216
137147,12769,11215
137153,12770,11215
137177,12771,11216
137183,12772,11217
137191,12773,11216
137197,12774,11215
137201,12775,11214
137209,12776,11214
137219,12777,11214
137239,12778,11218
137251,12779,11218
137273,12780,11219
137279,12781,11218
137303,12782,11220
137321,12783,11221
137339,12784,11222
137341,12785,11222
137353,12786,11223
137359,12787,11224
137363,12788,11224
137369,12789,11223
137383,12790,11224
137387,12791,11223
137393,12792,11224
137399,12793,11224
137413,12794,11225
137437,12795,11233
137443,12796,11232
137447,12797,11232
137453,12798,11231
137477,12799,11234
137483,12800,11235
137491,12801,11235
137507,12802,11236
137519,12803,11236
137537,12804,11239
137567,12805,11242
137573,12806,11241
137587,12807,11245
137593,12808,11245
137597,12809,11244
137623,12810,11246
137633,12811,11247
137639,12812,11247
137653,12813,11247
137659,12814,11247
137699,12815,11253
137707,12816,11253
137713,12817,11254
137723,12818,11253
137737,12819,11257
137743,12820,11256
137771,12821,11260
137777,12822,11261
137791,12823,11263
137803,12824,11265
137827,12825,11267
137831,12826,11267
137849,12827,11268
137867,12828,11271
137869,12829,11270
137873,12830,11270
137909,12831,11273
137911,12832,11272
137927,12833,11273
137933,12834,11272
137941,12835,11272
137947,12836,11271
137957,12837,11272
137983,12838,11278
137993,12839,11279
137999,12840,11279
138007,12841,11281
138041,12842,11287
138053,12843,11288
138059,12844,11288
138071,12845,11288
138077,12846,11288
138079,12847,11287
138101,12848,11290
138107,12849,11290
138113,12850,11289
138139,12851,11294
138143,12852,11293
138157,12853,11293
138163,12854,11294
138179,12855,11296
138181,12856,11296
138191,12857,11297
138197,12858,11297
138209,12859,11297
138239,12860,11301
138241,12861,11300
138247,12862,11300
138251,12863,11300
138283,12864,11304
138289,12865,11303
138311,12866,11307
138319,12867,11309
138323,12868,11308
138337,12869,11309
138349,12870,11308
138371,12871,11310
138373,12872,11309
138389,12873,11310
138401,12874,11311
138403,12875,11310
138407,12876,11309
138427,12877,11315
138433,12878,11314
138449,12879,11315
138451,12880,11315
138461,12881,11317
138469,12882,11317
138493,12883,11320
138497,12884,11319
138511,12885,11321
138517,12886,11320
138547,12887,11323
138559,12888,11324
138563,12889,11323
138569,12890,11322
138571,12891,11321
138577,12892,11320
138581,12893,11320
138587,12894,11321
138599,12895,11322
138617,12896,11325
138629,12897,11325
138637,12898,11327
138641,12899,11327
138647,12900,11326
138661,12901,11328
138679,12902,11328
138683,12903,11328
138727,12904,11332
138731,12905,11331
138739,12906,11330
138763,12907,11333
138793,12908,11338
138797,12909,11337
138799,12910,11337
138821,12911,11340
138829,12912,11341
138841,12913,11341
138863,12914,11343
138869,12915,11342
138883,12916,11345
138889,12917,11344
138893,12918,11343
138899,12919,11345
138917,12920,11346
138923,12921,11345
138937,12922,11346
138959,12923,11350
138967,12924,11350
138977,12925,11349
139021,12926,11354
139033,12927,11355
139067,12928,11359
139079,12929,11361
139091,12930,11361
139109,12931,11363
139121,12932,11366
139123,12933,11365
139133,12934,11365
139169,12935,11368
139177,12936,11369
139187,12937,11369
139199,12938,11370
139201,12939,11369
139241,12940,11372
139267,12941,11376
139273,12942,11376
139291,12943,11380
139297,12944,11380
139301,12945,11379
139303,12946,11378
139309,12947,11380
139313,12948,11380
139333,12949,11382
139339,12950,11382
139343,12951,11381
139361,12952,11384
139367,12953,11383
139369,12954,11382
139387,12955,11385
139393,12956,11384
139397,12957,11383
139409,12958,11386
139423,12959,11388
139429,12960,11388
139439,12961,11388
139457,12962,11393
139459,12963,11393
139483,12964,11393
139487,12965,11392
139493,12966,11392
139501,12967,11392
139511,12968,11392
139537,12969,11395
139547,12970,11394
139571,12971,11399
139589,12972,11400
139591,12973,11400
139597,12974,11400
139609,12975,11401
139619,12976,11401
139627,12977,11400
139661,12978,11402
139663,12979,11401
139681,12980,11403
139697,12981,11402
139703,12982,11402
139709,12983,11403
139721,12984,11404
139729,12985,11405
139739,12986,11404
139747,12987,11405
139753,12988,11404
139759,12989,11404
139787,12990,11409
139801,12991,11411
139813,12992,11413
139831,12993,11416
139837,12994,11415
139861,12995,11418
139871,12996,11418
139883,12997,11419
139891,12998,11420
139901,12999,11419
139907,13000,11418
139921,13001,11419
139939,13002,11421
139943,13003,11421
139967,13004,11422
139969,13005,11421
139981,13006,11422
139987,13007,11422
139991,13008,11422
139999,13009,11422
140009,13010,11424
140053,13011,11430
140057,13012,11429
140069,13013,11430
140071,13014,11430
140111,13015,11434
140123,13016,11436
140143,13017,11438
140159,13018,11439
140167,13019,11440
140171,13020,11441
140177,13021,11441
140191,13022,11441
140197,13023,11440
140207,13024,11441
140221,13025,11440
140227,13026,11440
140237,13027,11440
140249,13028,11440
140263,13029,11442
140269,13030,11442
140281,13031,11445
140297,13032,11447
140317,13033,11451
140321,13034,11451
140333,13035,11450
140339,13036,11450
140351,13037,11452
140363,13038,11454
140381,13039,11456
140401,13040,11457
140407,13041,11457
140411,13042,11457
140417,13043,11456
140419,13044,11456
140423,13045,11456
140443,13046,11459
140449,13047,11459
140453,13048,11458
140473,13049,11463
140477,13050,11463
140521,13051,11469
140527,13052,11469
140533,13053,11469
140549,13054,11470
140551,13055,11469
140557,13056,11468
