len,count,missing,max
20269 , 228046 , 83 , 456262
20270 , 228057 , 80 , 456278
20271 , 228069 , 110 , 456362
20272 , 228084 , 111 , 456394
20273 , 228099 , 98 , 456398
20274 , 228117 , 84 , 456406
20275 , 228127 , 82 , 456422
20276 , 228133 , 88 , 456446
20277 , 228149 , 82 , 456466
20278 , 228166 , 83 , 456502
20279 , 228180 , 75 , 456514
20280 , 228191 , 88 , 456562
20281 , 228207 , 90 , 456598
20282 , 228221 , 78 , 456602
20283 , 228236 , 69 , 456614
20284 , 228247 , 62 , 456622
20285 , 228259 , 70 , 456662
20286 , 228274 , 61 , 456674
20287 , 228285 , 54 , 456682
20288 , 228298 , 53 , 456706
20289 , 228309 , 48 , 456718
20290 , 228316 , 65 , 456766
20291 , 228328 , 79 , 456818
20292 , 228342 , 75 , 456838
20293 , 228357 , 62 , 456842
20294 , 228371 , 54 , 456854
20295 , 228384 , 57 , 456886
20296 , 228393 , 56 , 456902
20297 , 228406 , 49 , 456914
20298 , 228416 , 43 , 456922
20299 , 228430 , 37 , 456938
20300 , 228439 , 38 , 456958
20301 , 228453 , 54 , 457018
20302 , 228464 , 45 , 457022
20303 , 228475 , 40 , 457034
20304 , 228484 , 35 , 457042
20305 , 228492 , 29 , 457046
20306 , 228500 , 37 , 457078
20307 , 228511 , 46 , 457118
20308 , 228520 , 55 , 457154
20309 , 228530 , 49 , 457162
20310 , 228544 , 41 , 457174
20311 , 228555 , 36 , 457186
20312 , 228566 , 33 , 457202
20313 , 228578 , 31 , 457222
20314 , 228588 , 27 , 457234
20315 , 228598 , 19 , 457238
20316 , 228607 , 28 , 457274
20317 , 228613 , 32 , 457294
20318 , 228623 , 52 , 457354
20319 , 228631 , 74 , 457414
20320 , 228642 , 69 , 457426
20321 , 228653 , 76 , 457462
20322 , 228669 , 62 , 457466
20323 , 228678 , 57 , 457474
20324 , 228693 , 56 , 457502
20325 , 228706 , 49 , 457514
20326 , 228717 , 54 , 457546
20327 , 228728 , 63 , 457586
20328 , 228737 , 58 , 457594
20329 , 228750 , 47 , 457598
20330 , 228766 , 61 , 457658
20331 , 228780 , 59 , 457682
20332 , 228789 , 56 , 457694
20333 , 228796 , 55 , 457706
20334 , 228803 , 54 , 457718
20335 , 228819 , 48 , 457738
20336 , 228834 , 45 , 457762
20337 , 228842 , 39 , 457766
20338 , 228854 , 31 , 457774
20339 , 228864 , 35 , 457802
20340 , 228877 , 32 , 457822
20341 , 228884 , 27 , 457826
20342 , 228896 , 25 , 457846
20343 , 228904 , 23 , 457858
20344 , 228911 , 40 , 457906
20345 , 228923 , 34 , 457918
20346 , 228935 , 24 , 457922
20347 , 228943 , 38 , 457966
20348 , 228950 , 37 , 457978
20349 , 228964 , 37 , 458006
20350 , 228978 , 47 , 458054
20351 , 228990 , 45 , 458074
20352 , 229003 , 76 , 458162
20353 , 229018 , 73 , 458186
20354 , 229029 , 92 , 458246
20355 , 229046 , 79 , 458254
20356 , 229060 , 71 , 458266
20357 , 229071 , 66 , 458278
20358 , 229084 , 67 , 458306
20359 , 229096 , 59 , 458314
20360 , 229109 , 60 , 458342
20361 , 229119 , 60 , 458362
20362 , 229135 , 52 , 458378
20363 , 229147 , 50 , 458398
20364 , 229158 , 53 , 458426
20365 , 229168 , 47 , 458434
20366 , 229175 , 46 , 458446
20367 , 229188 , 47 , 458474
20368 , 229197 , 48 , 458494
20369 , 229209 , 38 , 458498
20370 , 229220 , 31 , 458506
20371 , 229232 , 27 , 458522
20372 , 229242 , 23 , 458534
20373 , 229249 , 32 , 458566
20374 , 229259 , 48 , 458618
20375 , 229271 , 48 , 458642
20376 , 229284 , 57 , 458686
20377 , 229294 , 55 , 458702
20378 , 229306 , 65 , 458746
20379 , 229317 , 74 , 458786
20380 , 229330 , 67 , 458798
20381 , 229340 , 61 , 458806
20382 , 229355 , 52 , 458818
20383 , 229366 , 55 , 458846
20384 , 229374 , 57 , 458866
20385 , 229386 , 71 , 458918
20386 , 229397 , 70 , 458938
20387 , 229416 , 69 , 458974
20388 , 229429 , 68 , 458998
20389 , 229443 , 62 , 459014
20390 , 229453 , 64 , 459038
20391 , 229461 , 66 , 459058
20392 , 229476 , 69 , 459094
20393 , 229487 , 60 , 459098
20394 , 229501 , 50 , 459106
20395 , 229515 , 44 , 459122
20396 , 229524 , 57 , 459166
20397 , 229533 , 54 , 459178
20398 , 229544 , 45 , 459182
20399 , 229560 , 39 , 459202
20400 , 229565 , 46 , 459226
20401 , 229583 , 42 , 459254
20402 , 229591 , 38 , 459262
20403 , 229599 , 36 , 459274
20404 , 229610 , 27 , 459278
20405 , 229625 , 54 , 459362
20406 , 229637 , 54 , 459386
20407 , 229649 , 48 , 459398
20408 , 229661 , 40 , 459406
20409 , 229671 , 38 , 459422
20410 , 229680 , 35 , 459434
20411 , 229692 , 33 , 459454
20412 , 229704 , 33 , 459478
20413 , 229712 , 37 , 459502
20414 , 229721 , 30 , 459506
20415 , 229732 , 25 , 459518
20416 , 229740 , 21 , 459526
20417 , 229747 , 20 , 459538
20418 , 229756 , 13 , 459542
20419 , 229764 , 11 , 459554
20420 , 229772 , 7 , 459562
20421 , 229778 , 19 , 459598
20422 , 229787 , 24 , 459626
20423 , 229795 , 22 , 459638
20424 , 229802 , 33 , 459674
20425 , 229812 , 27 , 459682
20426 , 229824 , 21 , 459694
20427 , 229835 , 12 , 459698
20428 , 229842 , 53 , 459794
20429 , 229852 , 49 , 459806
20430 , 229868 , 67 , 459874
20431 , 229878 , 59 , 459878
20432 , 229893 , 54 , 459898
20433 , 229905 , 54 , 459922
20434 , 229915 , 46 , 459926
20435 , 229927 , 50 , 459958
20436 , 229936 , 43 , 459962
20437 , 229950 , 51 , 460006
20438 , 229962 , 53 , 460034
20439 , 229975 , 70 , 460094
20440 , 229984 , 73 , 460118
20441 , 229999 , 62 , 460126
20442 , 230011 , 64 , 460154
20443 , 230022 , 57 , 460162
20444 , 230035 , 52 , 460178
20445 , 230044 , 55 , 460202
20446 , 230052 , 53 , 460214
20447 , 230067 , 48 , 460234
20448 , 230079 , 42 , 460246
20449 , 230088 , 47 , 460274
20450 , 230096 , 45 , 460286
20451 , 230103 , 44 , 460298
20452 , 230123 , 64 , 460378
20453 , 230134 , 67 , 460406
20454 , 230151 , 60 , 460426
20455 , 230163 , 56 , 460442
20456 , 230171 , 54 , 460454
20457 , 230178 , 53 , 460466
20458 , 230184 , 53 , 460478
20459 , 230193 , 62 , 460514
20460 , 230208 , 63 , 460546
20461 , 230217 , 62 , 460562
20462 , 230233 , 56 , 460582
20463 , 230248 , 53 , 460606
20464 , 230264 , 43 , 460618
20465 , 230274 , 35 , 460622
20466 , 230283 , 42 , 460654
20467 , 230298 , 39 , 460678
20468 , 230307 , 32 , 460682
20469 , 230318 , 33 , 460706
20470 , 230328 , 27 , 460714
20471 , 230335 , 32 , 460738
20472 , 230346 , 35 , 460766
20473 , 230355 , 30 , 460774
20474 , 230367 , 20 , 460778
20475 , 230377 , 14 , 460786
20476 , 230388 , 41 , 460862
20477 , 230399 , 48 , 460898
20478 , 230410 , 41 , 460906
20479 , 230419 , 46 , 460934
20480 , 230428 , 41 , 460942
20481 , 230439 , 38 , 460958
20482 , 230450 , 49 , 461002
20483 , 230462 , 43 , 461014
20484 , 230478 , 59 , 461078
20485 , 230491 , 58 , 461102
20486 , 230503 , 56 , 461122
20487 , 230516 , 45 , 461126
20488 , 230526 , 39 , 461134
20489 , 230539 , 56 , 461194
20490 , 230549 , 60 , 461222
20491 , 230560 , 85 , 461294
20492 , 230572 , 79 , 461306
20493 , 230586 , 75 , 461326
20494 , 230599 , 82 , 461366
20495 , 230614 , 77 , 461386
20496 , 230626 , 91 , 461438
20497 , 230636 , 91 , 461458
20498 , 230646 , 95 , 461486
20499 , 230664 , 95 , 461522
20500 , 230679 , 86 , 461534
20501 , 230696 , 73 , 461542
20502 , 230708 , 63 , 461546
20503 , 230716 , 61 , 461558
20504 , 230731 , 74 , 461614
20505 , 230748 , 69 , 461638
20506 , 230764 , 61 , 461654
20507 , 230772 , 59 , 461666
20508 , 230789 , 58 , 461698
20509 , 230800 , 59 , 461722
20510 , 230811 , 50 , 461726
20511 , 230825 , 46 , 461746
20512 , 230839 , 50 , 461782
20513 , 230854 , 73 , 461858
20514 , 230866 , 65 , 461866
20515 , 230877 , 60 , 461878
20516 , 230889 , 50 , 461882
20517 , 230903 , 54 , 461918
20518 , 230914 , 53 , 461938
20519 , 230927 , 48 , 461954
20520 , 230938 , 59 , 461998
20521 , 230951 , 48 , 462002
20522 , 230961 , 54 , 462034
20523 , 230971 , 46 , 462038
20524 , 230983 , 46 , 462062
20525 , 230995 , 44 , 462082
20526 , 231009 , 42 , 462106
20527 , 231020 , 45 , 462134
20528 , 231029 , 48 , 462158
20529 , 231040 , 65 , 462214
20530 , 231049 , 58 , 462218
20531 , 231061 , 68 , 462262
20532 , 231073 , 94 , 462338
20533 , 231087 , 108 , 462394
20534 , 231105 , 116 , 462446
20535 , 231124 , 115 , 462482
20536 , 231145 , 122 , 462538
20537 , 231159 , 110 , 462542
20538 , 231173 , 102 , 462554
20539 , 231188 , 99 , 462578
20540 , 231210 , 81 , 462586
20541 , 231227 , 70 , 462598
20542 , 231240 , 75 , 462634
20543 , 231251 , 70 , 462646
20544 , 231264 , 65 , 462662
20545 , 231277 , 68 , 462694
20546 , 231290 , 57 , 462698
20547 , 231301 , 56 , 462718
20548 , 231313 , 52 , 462734
20549 , 231322 , 55 , 462758
20550 , 231332 , 75 , 462818
20551 , 231349 , 68 , 462838
20552 , 231363 , 66 , 462862
20553 , 231377 , 54 , 462866
20554 , 231389 , 52 , 462886
20555 , 231399 , 60 , 462922
20556 , 231411 , 50 , 462926
20557 , 231424 , 53 , 462958
20558 , 231435 , 44 , 462962
20559 , 231446 , 45 , 462986
20560 , 231457 , 44 , 463006
20561 , 231471 , 56 , 463058
20562 , 231482 , 49 , 463066
20563 , 231492 , 53 , 463094
20564 , 231505 , 44 , 463102
20565 , 231515 , 42 , 463118
20566 , 231523 , 38 , 463126
20567 , 231534 , 35 , 463142
20568 , 231544 , 43 , 463178
20569 , 231557 , 40 , 463198
20570 , 231566 , 39 , 463214
20571 , 231576 , 33 , 463222
20572 , 231589 , 22 , 463226
20573 , 231599 , 30 , 463262
20574 , 231606 , 35 , 463286
20575 , 231613 , 46 , 463322
20576 , 231632 , 43 , 463354
20577 , 231646 , 53 , 463402
20578 , 231655 , 52 , 463418
20579 , 231668 , 49 , 463438
20580 , 231680 , 97 , 463558
20581 , 231697 , 100 , 463598
20582 , 231711 , 96 , 463618
20583 , 231724 , 95 , 463642
20584 , 231739 , 82 , 463646
20585 , 231753 , 72 , 463654
20586 , 231762 , 75 , 463678
20587 , 231775 , 64 , 463682
20588 , 231783 , 74 , 463718
20589 , 231796 , 73 , 463742
20590 , 231810 , 65 , 463754
20591 , 231829 , 62 , 463786
20592 , 231842 , 57 , 463802
20593 , 231851 , 66 , 463838
20594 , 231868 , 53 , 463846
20595 , 231881 , 60 , 463886
20596 , 231894 , 51 , 463894
20597 , 231902 , 57 , 463922
20598 , 231912 , 53 , 463934
20599 , 231924 , 77 , 464006
20600 , 231937 , 68 , 464014
20601 , 231954 , 57 , 464026
20602 , 231969 , 78 , 464098
20603 , 231982 , 67 , 464102
20604 , 231993 , 78 , 464146
20605 , 232007 , 70 , 464158
20606 , 232024 , 55 , 464162
20607 , 232036 , 53 , 464182
20608 , 232048 , 53 , 464206
20609 , 232057 , 50 , 464218
20610 , 232073 , 42 , 464234
20611 , 232086 , 41 , 464258
20612 , 232095 , 56 , 464306
20613 , 232107 , 62 , 464342
20614 , 232124 , 61 , 464374
20615 , 232136 , 51 , 464378
20616 , 232144 , 61 , 464414
20617 , 232159 , 56 , 464434
20618 , 232174 , 83 , 464518
20619 , 232190 , 111 , 464606
20620 , 232208 , 97 , 464614
20621 , 232222 , 109 , 464666
20622 , 232237 , 118 , 464714
20623 , 232255 , 106 , 464726
20624 , 232271 , 94 , 464734
20625 , 232282 , 97 , 464762
20626 , 232297 , 92 , 464782
20627 , 232313 , 94 , 464818
20628 , 232328 , 81 , 464822
20629 , 232341 , 74 , 464834
20630 , 232358 , 73 , 464866
20631 , 232370 , 67 , 464878
20632 , 232384 , 65 , 464902
20633 , 232392 , 63 , 464914
20634 , 232407 , 50 , 464918
20635 , 232418 , 67 , 464974
20636 , 232431 , 66 , 464998
20637 , 232447 , 64 , 465026
20638 , 232459 , 62 , 465046
20639 , 232474 , 73 , 465098
20640 , 232487 , 78 , 465134
20641 , 232501 , 68 , 465142
20642 , 232516 , 73 , 465182
20643 , 232527 , 68 , 465194
20644 , 232539 , 66 , 465214
20645 , 232551 , 68 , 465242
20646 , 232563 , 68 , 465266
20647 , 232578 , 63 , 465286
20648 , 232590 , 71 , 465326
20649 , 232600 , 67 , 465338
20650 , 232613 , 66 , 465362
20651 , 232619 , 78 , 465398
20652 , 232638 , 69 , 465418
20653 , 232650 , 59 , 465422
20654 , 232658 , 81 , 465482
20655 , 232672 , 77 , 465502
20656 , 232682 , 69 , 465506
20657 , 232693 , 82 , 465554
20658 , 232702 , 97 , 465602
20659 , 232721 , 88 , 465622
20660 , 232729 , 88 , 465638
20661 , 232746 , 75 , 465646
20662 , 232762 , 83 , 465694
20663 , 232778 , 73 , 465706
20664 , 232788 , 71 , 465722
20665 , 232802 , 67 , 465742
20666 , 232818 , 57 , 465754
20667 , 232830 , 59 , 465782
20668 , 232844 , 55 , 465802
20669 , 232855 , 50 , 465814
20670 , 232865 , 52 , 465838
20671 , 232872 , 63 , 465874
20672 , 232882 , 77 , 465922
20673 , 232902 , 59 , 465926
20674 , 232921 , 64 , 465974
20675 , 232931 , 88 , 466042
20676 , 232948 , 119 , 466138
20677 , 232965 , 104 , 466142
20678 , 232983 , 98 , 466166
20679 , 232998 , 113 , 466226
20680 , 233011 , 104 , 466234
20681 , 233026 , 113 , 466282
20682 , 233039 , 102 , 466286
20683 , 233053 , 104 , 466318
20684 , 233071 , 88 , 466322
20685 , 233084 , 87 , 466346
20686 , 233098 , 83 , 466366
20687 , 233107 , 92 , 466402
20688 , 233123 , 96 , 466442
20689 , 233137 , 92 , 466462
20690 , 233155 , 82 , 466478
20691 , 233166 , 83 , 466502
20692 , 233181 , 84 , 466534
20693 , 233198 , 79 , 466558
20694 , 233215 , 76 , 466586
20695 , 233225 , 70 , 466594
20696 , 233236 , 85 , 466646
20697 , 233246 , 79 , 466654
20698 , 233264 , 63 , 466658
20699 , 233275 , 64 , 466682
20700 , 233290 , 55 , 466694
20701 , 233299 , 52 , 466706
20702 , 233313 , 42 , 466714
20703 , 233321 , 48 , 466742
20704 , 233334 , 71 , 466814
20705 , 233348 , 67 , 466834
20706 , 233356 , 61 , 466838
20707 , 233372 , 49 , 466846
20708 , 233381 , 54 , 466874
20709 , 233396 , 79 , 466954
20710 , 233410 , 77 , 466978
20711 , 233425 , 82 , 467018
20712 , 233443 , 104 , 467098
20713 , 233457 , 92 , 467102
20714 , 233471 , 84 , 467114
20715 , 233492 , 97 , 467182
20716 , 233505 , 92 , 467198
20717 , 233518 , 89 , 467218
20718 , 233528 , 87 , 467234
20719 , 233545 , 74 , 467242
20720 , 233558 , 81 , 467282
20721 , 233576 , 85 , 467326
20722 , 233587 , 80 , 467338
20723 , 233597 , 84 , 467366
20724 , 233612 , 73 , 467374
20725 , 233625 , 62 , 467378
20726 , 233637 , 54 , 467386
20727 , 233651 , 60 , 467426
20728 , 233666 , 75 , 467486
20729 , 233680 , 65 , 467494
20730 , 233694 , 63 , 467518
20731 , 233708 , 67 , 467554
20732 , 233720 , 115 , 467674
20733 , 233739 , 110 , 467702
20734 , 233754 , 105 , 467722
20735 , 233770 , 107 , 467758
20736 , 233787 , 92 , 467762
20737 , 233802 , 107 , 467822
20738 , 233823 , 92 , 467834
20739 , 233836 , 83 , 467842
20740 , 233850 , 71 , 467846
20741 , 233864 , 73 , 467878
20742 , 233871 , 68 , 467882
20743 , 233885 , 82 , 467938
20744 , 233897 , 84 , 467966
20745 , 233912 , 79 , 467986
20746 , 233931 , 74 , 468014
20747 , 233944 , 83 , 468058
20748 , 233957 , 84 , 468086
20749 , 233974 , 91 , 468134
20750 , 233989 , 92 , 468166
20751 , 234001 , 86 , 468178
20752 , 234011 , 90 , 468206
20753 , 234030 , 89 , 468242
20754 , 234047 , 82 , 468262
20755 , 234061 , 76 , 468278
20756 , 234072 , 75 , 468298
20757 , 234087 , 72 , 468322
20758 , 234097 , 68 , 468334
20759 , 234111 , 68 , 468362
20760 , 234126 , 59 , 468374
20761 , 234137 , 52 , 468382
20762 , 234151 , 40 , 468386
20763 , 234162 , 33 , 468394
20764 , 234170 , 31 , 468406
20765 , 234180 , 29 , 468422
20766 , 234189 , 26 , 468434
20767 , 234201 , 36 , 468478
20768 , 234211 , 46 , 468518
20769 , 234223 , 46 , 468542
20770 , 234233 , 46 , 468562
20771 , 234246 , 39 , 468574
20772 , 234254 , 37 , 468586
20773 , 234268 , 47 , 468634
20774 , 234281 , 36 , 468638
20775 , 234288 , 33 , 468646
20776 , 234299 , 30 , 468662
20777 , 234309 , 30 , 468682
20778 , 234318 , 23 , 468686
20779 , 234328 , 31 , 468722
20780 , 234339 , 42 , 468766
20781 , 234352 , 77 , 468862
20782 , 234368 , 87 , 468914
20783 , 234381 , 78 , 468922
20784 , 234396 , 65 , 468926
20785 , 234406 , 59 , 468934
20786 , 234414 , 57 , 468946
20787 , 234428 , 69 , 468998
20788 , 234441 , 68 , 469022
20789 , 234457 , 68 , 469054
20790 , 234471 , 56 , 469058
20791 , 234483 , 54 , 469078
20792 , 234496 , 43 , 469082
20793 , 234507 , 38 , 469094
20794 , 234518 , 51 , 469142
20795 , 234531 , 54 , 469174
20796 , 234540 , 47 , 469178
20797 , 234553 , 44 , 469198
20798 , 234562 , 49 , 469226
20799 , 234574 , 53 , 469258
20800 , 234589 , 62 , 469306
20801 , 234600 , 57 , 469318
20802 , 234613 , 58 , 469346
20803 , 234626 , 55 , 469366
20804 , 234632 , 79 , 469426
20805 , 234650 , 69 , 469442
20806 , 234663 , 62 , 469454
20807 , 234675 , 56 , 469466
20808 , 234684 , 57 , 469486
20809 , 234696 , 51 , 469498
20810 , 234709 , 58 , 469538
20811 , 234719 , 60 , 469562
20812 , 234732 , 57 , 469582
20813 , 234745 , 52 , 469598
20814 , 234755 , 46 , 469606
20815 , 234764 , 43 , 469618
20816 , 234773 , 36 , 469622
20817 , 234784 , 47 , 469666
20818 , 234802 , 43 , 469694
20819 , 234812 , 37 , 469702
20820 , 234818 , 43 , 469726
20821 , 234826 , 41 , 469738
20822 , 234835 , 56 , 469786
20823 , 234849 , 56 , 469814
20824 , 234863 , 52 , 469834
20825 , 234880 , 49 , 469862
20826 , 234890 , 55 , 469894
20827 , 234901 , 56 , 469918
20828 , 234913 , 46 , 469922
20829 , 234927 , 38 , 469934
20830 , 234935 , 40 , 469954
20831 , 234947 , 30 , 469958
20832 , 234955 , 32 , 469978
20833 , 234966 , 35 , 470006
20834 , 234973 , 32 , 470014
20835 , 234984 , 23 , 470018
20836 , 234993 , 18 , 470026
20837 , 235001 , 40 , 470086
20838 , 235011 , 38 , 470102
20839 , 235022 , 33 , 470114
20840 , 235035 , 32 , 470138
20841 , 235048 , 41 , 470182
20842 , 235055 , 42 , 470198
20843 , 235066 , 43 , 470222
20844 , 235075 , 40 , 470234
20845 , 235083 , 74 , 470318
20846 , 235094 , 75 , 470342
20847 , 235102 , 73 , 470354
20848 , 235121 , 58 , 470362
20849 , 235137 , 60 , 470398
20850 , 235148 , 61 , 470422
20851 , 235159 , 70 , 470462
20852 , 235170 , 69 , 470482
20853 , 235183 , 58 , 470486
20854 , 235195 , 76 , 470546
20855 , 235216 , 71 , 470578
20856 , 235228 , 77 , 470614
20857 , 235242 , 65 , 470618
20858 , 235256 , 79 , 470674
20859 , 235269 , 78 , 470698
20860 , 235279 , 88 , 470738
20861 , 235294 , 101 , 470794
20862 , 235308 , 129 , 470878
20863 , 235324 , 115 , 470882
20864 , 235341 , 104 , 470894
20865 , 235359 , 122 , 470966
20866 , 235374 , 113 , 470978
20867 , 235391 , 100 , 470986
20868 , 235406 , 105 , 471026
20869 , 235419 , 98 , 471038
20870 , 235436 , 85 , 471046
20871 , 235450 , 85 , 471074
20872 , 235467 , 72 , 471082
20873 , 235479 , 72 , 471106
20874 , 235496 , 61 , 471118
20875 , 235513 , 62 , 471154
20876 , 235528 , 61 , 471182
20877 , 235538 , 61 , 471202
20878 , 235548 , 57 , 471214
20879 , 235561 , 58 , 471242
20880 , 235574 , 85 , 471322
20881 , 235591 , 70 , 471326
20882 , 235607 , 64 , 471346
20883 , 235616 , 61 , 471358
20884 , 235632 , 65 , 471398
20885 , 235647 , 74 , 471446
20886 , 235664 , 81 , 471494
20887 , 235681 , 68 , 471502
20888 , 235697 , 84 , 471566
20889 , 235708 , 77 , 471574
20890 , 235724 , 63 , 471578
20891 , 235735 , 56 , 471586
20892 , 235747 , 62 , 471622
20893 , 235762 , 49 , 471626
20894 , 235773 , 74 , 471698
20895 , 235785 , 84 , 471742
20896 , 235795 , 80 , 471754
20897 , 235813 , 74 , 471778
20898 , 235825 , 64 , 471782
20899 , 235838 , 61 , 471802
20900 , 235850 , 67 , 471838
20901 , 235865 , 60 , 471854
20902 , 235879 , 70 , 471902
20903 , 235891 , 74 , 471934
20904 , 235899 , 78 , 471958
20905 , 235910 , 85 , 471994
20906 , 235925 , 90 , 472034
20907 , 235940 , 79 , 472042
20908 , 235955 , 96 , 472106
20909 , 235968 , 93 , 472126
20910 , 235981 , 86 , 472138
20911 , 235998 , 77 , 472154
20912 , 236007 , 78 , 472174
20913 , 236025 , 80 , 472214
20914 , 236037 , 72 , 472222
20915 , 236045 , 82 , 472258
20916 , 236058 , 83 , 472286
20917 , 236067 , 84 , 472306
20918 , 236082 , 83 , 472334
20919 , 236098 , 107 , 472414
20920 , 236114 , 93 , 472418
20921 , 236123 , 94 , 472438
20922 , 236135 , 94 , 472462
20923 , 236146 , 113 , 472522
20924 , 236166 , 119 , 472574
20925 , 236187 , 104 , 472586
20926 , 236198 , 97 , 472594
20927 , 236219 , 102 , 472646
20928 , 236235 , 92 , 472658
20929 , 236251 , 80 , 472666
20930 , 236259 , 78 , 472678
20931 , 236278 , 97 , 472754
20932 , 236290 , 89 , 472762
20933 , 236303 , 82 , 472774
20934 , 236316 , 81 , 472798
20935 , 236332 , 73 , 472814
20936 , 236342 , 85 , 472858
20937 , 236361 , 86 , 472898
20938 , 236379 , 80 , 472922
20939 , 236388 , 81 , 472942
20940 , 236400 , 75 , 472954
20941 , 236417 , 60 , 472958
20942 , 236429 , 72 , 473006
20943 , 236444 , 61 , 473014
20944 , 236453 , 64 , 473038
20945 , 236467 , 58 , 473054
20946 , 236478 , 69 , 473098
20947 , 236495 , 66 , 473126
20948 , 236510 , 61 , 473146
20949 , 236521 , 86 , 473218
20950 , 236533 , 92 , 473254
20951 , 236549 , 90 , 473282
20952 , 236566 , 85 , 473306
20953 , 236584 , 73 , 473318
20954 , 236600 , 79 , 473362
20955 , 236610 , 87 , 473398
20956 , 236626 , 73 , 473402
20957 , 236644 , 61 , 473414
20958 , 236654 , 57 , 473426
20959 , 236667 , 54 , 473446
20960 , 236678 , 49 , 473458
20961 , 236690 , 45 , 473474
20962 , 236700 , 47 , 473498
20963 , 236710 , 59 , 473542
20964 , 236721 , 50 , 473546
20965 , 236728 , 49 , 473558
20966 , 236743 , 38 , 473566
20967 , 236757 , 48 , 473614
20968 , 236766 , 45 , 473626
20969 , 236782 , 83 , 473734
20970 , 236798 , 69 , 473738
20971 , 236810 , 67 , 473758
20972 , 236826 , 53 , 473762
20973 , 236836 , 53 , 473782
20974 , 236845 , 46 , 473786
20975 , 236857 , 38 , 473794
20976 , 236865 , 42 , 473818
20977 , 236878 , 37 , 473834
20978 , 236891 , 54 , 473894
20979 , 236903 , 76 , 473962
20980 , 236915 , 66 , 473966
20981 , 236924 , 67 , 473986
20982 , 236935 , 74 , 474022
20983 , 236949 , 68 , 474038
20984 , 236966 , 75 , 474086
20985 , 236979 , 72 , 474106
20986 , 236992 , 73 , 474134
20987 , 237008 , 61 , 474142
20988 , 237022 , 49 , 474146
20989 , 237036 , 51 , 474178
20990 , 237045 , 44 , 474182
20991 , 237058 , 77 , 474274
20992 , 237072 , 69 , 474286
20993 , 237089 , 60 , 474302
20994 , 237102 , 53 , 474314
20995 , 237111 , 48 , 474322
20996 , 237120 , 41 , 474326
20997 , 237132 , 39 , 474346
20998 , 237142 , 35 , 474358
20999 , 237155 , 46 , 474406
21000 , 237168 , 47 , 474434
21001 , 237175 , 56 , 474466
21002 , 237187 , 68 , 474514
21003 , 237202 , 67 , 474542
21004 , 237214 , 61 , 474554
21005 , 237226 , 55 , 474566
21006 , 237234 , 51 , 474574
21007 , 237244 , 55 , 474602
21008 , 237258 , 53 , 474626
21009 , 237271 , 46 , 474638
21010 , 237279 , 50 , 474662
21011 , 237286 , 55 , 474686
21012 , 237294 , 65 , 474722
21013 , 237298 , 73 , 474746
21014 , 237309 , 68 , 474758
21015 , 237330 , 69 , 474802
21016 , 237338 , 69 , 474818
21017 , 237360 , 105 , 474934
21018 , 237372 , 113 , 474974
21019 , 237392 , 115 , 475018
21020 , 237407 , 138 , 475094
21021 , 237427 , 134 , 475126
21022 , 237444 , 125 , 475142
21023 , 237462 , 117 , 475162
21024 , 237474 , 131 , 475214
21025 , 237490 , 127 , 475238
21026 , 237502 , 127 , 475262
21027 , 237516 , 155 , 475346
21028 , 237549 , 132 , 475366
21029 , 237568 , 119 , 475378
21030 , 237582 , 107 , 475382
21031 , 237601 , 98 , 475402
21032 , 237613 , 92 , 475414
21033 , 237625 , 106 , 475466
21034 , 237647 , 88 , 475474
21035 , 237662 , 85 , 475498
21036 , 237678 , 83 , 475526
21037 , 237690 , 75 , 475534
21038 , 237702 , 77 , 475562
21039 , 237714 , 75 , 475582
21040 , 237724 , 95 , 475642
21041 , 237735 , 114 , 475702
21042 , 237754 , 101 , 475714
21043 , 237774 , 83 , 475718
21044 , 237793 , 82 , 475754
21045 , 237807 , 74 , 475766
21046 , 237818 , 81 , 475802
21047 , 237827 , 82 , 475822
21048 , 237845 , 82 , 475858
21049 , 237858 , 99 , 475918
21050 , 237876 , 89 , 475934
21051 , 237890 , 79 , 475942
21052 , 237905 , 66 , 475946
21053 , 237916 , 59 , 475954
21054 , 237932 , 63 , 475994
21055 , 237941 , 58 , 476002
21056 , 237958 , 49 , 476018
21057 , 237968 , 49 , 476038
21058 , 237976 , 53 , 476062
21059 , 237988 , 47 , 476074
21060 , 238000 , 37 , 476078
21061 , 238011 , 66 , 476158
21062 , 238024 , 55 , 476162
21063 , 238038 , 53 , 476186
21064 , 238048 , 49 , 476198
21065 , 238059 , 42 , 476206
21066 , 238071 , 36 , 476218
21067 , 238083 , 56 , 476282
21068 , 238091 , 58 , 476302
21069 , 238103 , 52 , 476314
21070 , 238114 , 43 , 476318
21071 , 238124 , 37 , 476326
21072 , 238136 , 33 , 476342
21073 , 238144 , 35 , 476362
21074 , 238153 , 46 , 476402
21075 , 238170 , 35 , 476414
21076 , 238177 , 34 , 476426
21077 , 238187 , 34 , 476446
21078 , 238195 , 32 , 476458
21079 , 238207 , 28 , 476474
21080 , 238219 , 26 , 476494
21081 , 238228 , 31 , 476522
21082 , 238235 , 30 , 476534
21083 , 238243 , 46 , 476582
21084 , 238255 , 50 , 476614
21085 , 238264 , 47 , 476626
21086 , 238270 , 49 , 476642
21087 , 238283 , 46 , 476662
21088 , 238296 , 41 , 476678
21089 , 238307 , 52 , 476722
21090 , 238319 , 42 , 476726
21091 , 238326 , 41 , 476738
