len,count,missing,max
81271 , 1037944 , 73 , 2076038
81272 , 1037960 , 67 , 2076058
81273 , 1037972 , 67 , 2076082
81274 , 1037983 , 58 , 2076086
81275 , 1037994 , 51 , 2076094
81276 , 1038008 , 63 , 2076146
81277 , 1038020 , 55 , 2076154
81278 , 1038031 , 86 , 2076238
81279 , 1038048 , 77 , 2076254
81280 , 1038062 , 79 , 2076286
81281 , 1038075 , 80 , 2076314
81282 , 1038090 , 95 , 2076374
81283 , 1038103 , 94 , 2076398
81284 , 1038116 , 85 , 2076406
81285 , 1038132 , 75 , 2076418
81286 , 1038145 , 64 , 2076422
81287 , 1038157 , 68 , 2076454
81288 , 1038173 , 76 , 2076502
81289 , 1038187 , 64 , 2076506
81290 , 1038199 , 58 , 2076518
81291 , 1038211 , 50 , 2076526
81292 , 1038219 , 48 , 2076538
81293 , 1038235 , 70 , 2076614
81294 , 1038243 , 66 , 2076622
81295 , 1038257 , 60 , 2076638
81296 , 1038268 , 59 , 2076658
81297 , 1038280 , 55 , 2076674
81298 , 1038295 , 86 , 2076766
81299 , 1038306 , 83 , 2076782
81300 , 1038324 , 83 , 2076818
81301 , 1038338 , 81 , 2076842
81302 , 1038354 , 93 , 2076898
81303 , 1038364 , 97 , 2076926
81304 , 1038379 , 106 , 2076974
81305 , 1038396 , 99 , 2076994
81306 , 1038413 , 88 , 2077006
81307 , 1038428 , 93 , 2077046
81308 , 1038443 , 84 , 2077058
81309 , 1038462 , 75 , 2077078
81310 , 1038477 , 84 , 2077126
81311 , 1038486 , 101 , 2077178
81312 , 1038499 , 98 , 2077198
81313 , 1038515 , 84 , 2077202
81314 , 1038529 , 86 , 2077234
81315 , 1038544 , 73 , 2077238
81316 , 1038558 , 63 , 2077246
81317 , 1038571 , 56 , 2077258
81318 , 1038585 , 50 , 2077274
81319 , 1038596 , 45 , 2077286
81320 , 1038609 , 60 , 2077342
81321 , 1038620 , 67 , 2077378
81322 , 1038631 , 58 , 2077382
81323 , 1038646 , 59 , 2077414
81324 , 1038660 , 59 , 2077442
81325 , 1038671 , 54 , 2077454
81326 , 1038683 , 46 , 2077462
81327 , 1038695 , 60 , 2077514
81328 , 1038707 , 88 , 2077594
81329 , 1038720 , 81 , 2077606
81330 , 1038734 , 75 , 2077622
81331 , 1038746 , 75 , 2077646
81332 , 1038763 , 62 , 2077654
81333 , 1038778 , 53 , 2077666
81334 , 1038796 , 83 , 2077762
81335 , 1038811 , 100 , 2077826
81336 , 1038828 , 107 , 2077874
81337 , 1038843 , 96 , 2077882
81338 , 1038859 , 92 , 2077906
81339 , 1038876 , 123 , 2078002
81340 , 1038888 , 117 , 2078014
81341 , 1038905 , 114 , 2078042
81342 , 1038922 , 109 , 2078066
81343 , 1038934 , 101 , 2078074
81344 , 1038950 , 87 , 2078078
81345 , 1038964 , 77 , 2078086
81346 , 1038975 , 90 , 2078134
81347 , 1038995 , 72 , 2078138
81348 , 1039014 , 65 , 2078162
81349 , 1039028 , 79 , 2078218
81350 , 1039041 , 68 , 2078222
81351 , 1039054 , 71 , 2078254
81352 , 1039067 , 70 , 2078278
81353 , 1039079 , 72 , 2078306
81354 , 1039089 , 78 , 2078338
81355 , 1039102 , 83 , 2078374
81356 , 1039113 , 114 , 2078458
81357 , 1039132 , 115 , 2078498
81358 , 1039151 , 126 , 2078558
81359 , 1039165 , 122 , 2078578
81360 , 1039178 , 127 , 2078614
81361 , 1039194 , 125 , 2078642
81362 , 1039214 , 111 , 2078654
81363 , 1039233 , 108 , 2078686
81364 , 1039243 , 104 , 2078698
81365 , 1039262 , 87 , 2078702
81366 , 1039281 , 104 , 2078774
81367 , 1039298 , 121 , 2078842
81368 , 1039311 , 114 , 2078854
81369 , 1039326 , 101 , 2078858
81370 , 1039342 , 119 , 2078926
81371 , 1039352 , 115 , 2078938
81372 , 1039373 , 102 , 2078954
81373 , 1039391 , 88 , 2078962
81374 , 1039411 , 100 , 2079026
81375 , 1039426 , 89 , 2079034
81376 , 1039446 , 89 , 2079074
81377 , 1039462 , 79 , 2079086
81378 , 1039476 , 75 , 2079106
81379 , 1039490 , 111 , 2079206
81380 , 1039508 , 97 , 2079214
81381 , 1039523 , 106 , 2079262
81382 , 1039541 , 108 , 2079302
81383 , 1039558 , 97 , 2079314
81384 , 1039571 , 94 , 2079334
81385 , 1039587 , 92 , 2079362
81386 , 1039605 , 126 , 2079466
81387 , 1039625 , 136 , 2079526
81388 , 1039638 , 129 , 2079538
81389 , 1039654 , 133 , 2079578
81390 , 1039667 , 130 , 2079598
81391 , 1039686 , 129 , 2079634
81392 , 1039698 , 123 , 2079646
81393 , 1039715 , 120 , 2079674
81394 , 1039735 , 154 , 2079782
81395 , 1039751 , 144 , 2079794
81396 , 1039768 , 131 , 2079802
81397 , 1039785 , 134 , 2079842
81398 , 1039797 , 132 , 2079862
81399 , 1039818 , 123 , 2079886
81400 , 1039831 , 116 , 2079898
81401 , 1039842 , 135 , 2079958
81402 , 1039859 , 138 , 2079998
81403 , 1039881 , 138 , 2080042
81404 , 1039899 , 128 , 2080058
81405 , 1039914 , 135 , 2080102
81406 , 1039927 , 128 , 2080114
81407 , 1039947 , 110 , 2080118
81408 , 1039961 , 106 , 2080138
81409 , 1039982 , 87 , 2080142
81410 , 1039999 , 88 , 2080178
81411 , 1040010 , 81 , 2080186
81412 , 1040025 , 74 , 2080202
81413 , 1040038 , 73 , 2080226
81414 , 1040050 , 67 , 2080238
81415 , 1040064 , 75 , 2080282
81416 , 1040078 , 73 , 2080306
81417 , 1040091 , 66 , 2080318
81418 , 1040104 , 55 , 2080322
81419 , 1040118 , 47 , 2080334
81420 , 1040129 , 52 , 2080366
81421 , 1040138 , 49 , 2080378
81422 , 1040151 , 38 , 2080382
81423 , 1040164 , 37 , 2080406
81424 , 1040173 , 44 , 2080438
81425 , 1040185 , 40 , 2080454
81426 , 1040203 , 106 , 2080622
81427 , 1040221 , 104 , 2080654
81428 , 1040236 , 101 , 2080678
81429 , 1040251 , 100 , 2080706
81430 , 1040267 , 102 , 2080742
81431 , 1040283 , 96 , 2080762
81432 , 1040296 , 89 , 2080774
81433 , 1040313 , 92 , 2080814
81434 , 1040329 , 80 , 2080822
81435 , 1040342 , 75 , 2080838
81436 , 1040354 , 91 , 2080894
81437 , 1040371 , 76 , 2080898
81438 , 1040386 , 95 , 2080966
81439 , 1040399 , 88 , 2080978
81440 , 1040417 , 84 , 2081006
81441 , 1040432 , 87 , 2081042
81442 , 1040444 , 85 , 2081062
81443 , 1040457 , 104 , 2081126
81444 , 1040471 , 106 , 2081158
81445 , 1040486 , 93 , 2081162
81446 , 1040503 , 92 , 2081194
81447 , 1040520 , 107 , 2081258
81448 , 1040540 , 109 , 2081302
81449 , 1040554 , 101 , 2081314
81450 , 1040569 , 88 , 2081318
81451 , 1040582 , 87 , 2081342
81452 , 1040601 , 114 , 2081434
81453 , 1040614 , 115 , 2081462
81454 , 1040627 , 118 , 2081494
81455 , 1040642 , 105 , 2081498
81456 , 1040660 , 109 , 2081542
81457 , 1040673 , 102 , 2081554
81458 , 1040685 , 92 , 2081558
81459 , 1040704 , 77 , 2081566
81460 , 1040720 , 75 , 2081594
81461 , 1040736 , 65 , 2081606
81462 , 1040750 , 55 , 2081614
81463 , 1040762 , 49 , 2081626
81464 , 1040770 , 49 , 2081642
81465 , 1040780 , 45 , 2081654
81466 , 1040793 , 38 , 2081666
81467 , 1040802 , 53 , 2081714
81468 , 1040817 , 42 , 2081722
81469 , 1040834 , 37 , 2081746
81470 , 1040843 , 36 , 2081762
81471 , 1040853 , 36 , 2081782
81472 , 1040863 , 34 , 2081798
81473 , 1040872 , 55 , 2081858
81474 , 1040883 , 54 , 2081878
81475 , 1040892 , 53 , 2081894
81476 , 1040907 , 42 , 2081902
81477 , 1040915 , 42 , 2081918
81478 , 1040926 , 53 , 2081962
81479 , 1040932 , 55 , 2081978
81480 , 1040947 , 92 , 2082082
81481 , 1040968 , 107 , 2082154
81482 , 1040985 , 96 , 2082166
81483 , 1040999 , 90 , 2082182
81484 , 1041015 , 92 , 2082218
81485 , 1041033 , 84 , 2082238
81486 , 1041047 , 72 , 2082242
81487 , 1041057 , 68 , 2082254
81488 , 1041072 , 63 , 2082274
81489 , 1041084 , 63 , 2082298
81490 , 1041094 , 55 , 2082302
81491 , 1041110 , 51 , 2082326
81492 , 1041122 , 43 , 2082334
81493 , 1041133 , 34 , 2082338
81494 , 1041147 , 54 , 2082406
81495 , 1041160 , 59 , 2082442
81496 , 1041171 , 50 , 2082446
81497 , 1041179 , 58 , 2082478
81498 , 1041189 , 50 , 2082482
81499 , 1041200 , 51 , 2082506
81500 , 1041214 , 53 , 2082538
81501 , 1041226 , 53 , 2082562
81502 , 1041237 , 44 , 2082566
81503 , 1041249 , 38 , 2082578
81504 , 1041261 , 44 , 2082614
81505 , 1041271 , 38 , 2082622
81506 , 1041282 , 33 , 2082634
81507 , 1041294 , 33 , 2082658
81508 , 1041304 , 37 , 2082686
81509 , 1041316 , 31 , 2082698
81510 , 1041327 , 44 , 2082746
81511 , 1041339 , 80 , 2082842
81512 , 1041352 , 73 , 2082854
81513 , 1041368 , 79 , 2082898
81514 , 1041380 , 69 , 2082902
81515 , 1041396 , 63 , 2082922
81516 , 1041410 , 85 , 2082994
81517 , 1041422 , 87 , 2083022
81518 , 1041433 , 82 , 2083034
81519 , 1041446 , 81 , 2083058
81520 , 1041458 , 93 , 2083106
81521 , 1041468 , 89 , 2083118
81522 , 1041491 , 70 , 2083126
81523 , 1041502 , 67 , 2083142
81524 , 1041510 , 65 , 2083154
81525 , 1041514 , 67 , 2083166
81526 , 1041533 , 82 , 2083234
81527 , 1041543 , 74 , 2083238
81528 , 1041553 , 88 , 2083286
81529 , 1041569 , 82 , 2083306
81530 , 1041587 , 82 , 2083342
81531 , 1041597 , 74 , 2083346
81532 , 1041615 , 84 , 2083402
81533 , 1041630 , 99 , 2083462
81534 , 1041647 , 88 , 2083474
81535 , 1041662 , 93 , 2083514
81536 , 1041683 , 94 , 2083558
81537 , 1041696 , 89 , 2083574
81538 , 1041708 , 83 , 2083586
81539 , 1041720 , 101 , 2083646
81540 , 1041733 , 94 , 2083658
81541 , 1041746 , 93 , 2083682
81542 , 1041757 , 94 , 2083706
81543 , 1041775 , 80 , 2083714
81544 , 1041791 , 70 , 2083726
81545 , 1041806 , 61 , 2083738
81546 , 1041818 , 69 , 2083778
81547 , 1041833 , 58 , 2083786
81548 , 1041846 , 59 , 2083814
81549 , 1041854 , 63 , 2083838
81550 , 1041865 , 82 , 2083898
81551 , 1041876 , 83 , 2083922
81552 , 1041891 , 90 , 2083966
81553 , 1041901 , 88 , 2083982
81554 , 1041919 , 80 , 2084002
81555 , 1041929 , 90 , 2084042
81556 , 1041940 , 97 , 2084078
81557 , 1041960 , 81 , 2084086
81558 , 1041970 , 109 , 2084162
81559 , 1041986 , 99 , 2084174
81560 , 1042004 , 85 , 2084182
81561 , 1042015 , 82 , 2084198
81562 , 1042030 , 71 , 2084206
81563 , 1042045 , 62 , 2084218
81564 , 1042055 , 64 , 2084242
81565 , 1042071 , 50 , 2084246
81566 , 1042079 , 52 , 2084266
81567 , 1042087 , 52 , 2084282
81568 , 1042098 , 83 , 2084366
81569 , 1042116 , 69 , 2084374
81570 , 1042128 , 63 , 2084386
81571 , 1042139 , 70 , 2084422
81572 , 1042152 , 87 , 2084482
81573 , 1042167 , 74 , 2084486
81574 , 1042181 , 76 , 2084518
81575 , 1042199 , 66 , 2084534
81576 , 1042211 , 58 , 2084542
81577 , 1042225 , 46 , 2084546
81578 , 1042238 , 69 , 2084618
81579 , 1042252 , 77 , 2084662
81580 , 1042261 , 70 , 2084666
81581 , 1042277 , 78 , 2084714
81582 , 1042288 , 79 , 2084738
81583 , 1042307 , 64 , 2084746
81584 , 1042320 , 59 , 2084762
81585 , 1042331 , 66 , 2084798
81586 , 1042350 , 75 , 2084854
81587 , 1042362 , 75 , 2084878
81588 , 1042374 , 75 , 2084902
81589 , 1042389 , 78 , 2084938
81590 , 1042403 , 82 , 2084974
81591 , 1042421 , 96 , 2085038
81592 , 1042435 , 86 , 2085046
81593 , 1042447 , 80 , 2085058
81594 , 1042458 , 111 , 2085142
81595 , 1042470 , 105 , 2085154
81596 , 1042480 , 101 , 2085166
81597 , 1042504 , 91 , 2085194
81598 , 1042513 , 92 , 2085214
81599 , 1042529 , 78 , 2085218
81600 , 1042539 , 78 , 2085238
81601 , 1042549 , 80 , 2085262
81602 , 1042565 , 66 , 2085266
81603 , 1042583 , 96 , 2085362
81604 , 1042600 , 85 , 2085374
81605 , 1042615 , 76 , 2085386
81606 , 1042628 , 73 , 2085406
81607 , 1042636 , 71 , 2085418
81608 , 1042649 , 82 , 2085466
81609 , 1042666 , 91 , 2085518
81610 , 1042677 , 102 , 2085562
81611 , 1042693 , 104 , 2085598
81612 , 1042711 , 106 , 2085638
81613 , 1042722 , 105 , 2085658
81614 , 1042742 , 93 , 2085674
81615 , 1042758 , 89 , 2085698
81616 , 1042775 , 84 , 2085722
81617 , 1042788 , 107 , 2085794
81618 , 1042805 , 94 , 2085802
81619 , 1042820 , 81 , 2085806
81620 , 1042835 , 94 , 2085862
81621 , 1042849 , 98 , 2085898
81622 , 1042862 , 97 , 2085922
81623 , 1042875 , 120 , 2085994
81624 , 1042897 , 112 , 2086022
81625 , 1042912 , 109 , 2086046
81626 , 1042927 , 118 , 2086094
81627 , 1042943 , 138 , 2086166
81628 , 1042960 , 127 , 2086178
81629 , 1042979 , 130 , 2086222
81630 , 1042992 , 119 , 2086226
81631 , 1043011 , 104 , 2086234
81632 , 1043027 , 102 , 2086262
81633 , 1043044 , 121 , 2086334
81634 , 1043056 , 115 , 2086346
81635 , 1043075 , 100 , 2086354
81636 , 1043091 , 90 , 2086366
81637 , 1043107 , 82 , 2086382
81638 , 1043124 , 75 , 2086402
81639 , 1043133 , 74 , 2086418
81640 , 1043145 , 66 , 2086426
81641 , 1043160 , 59 , 2086442
81642 , 1043176 , 101 , 2086558
81643 , 1043193 , 96 , 2086582
81644 , 1043209 , 82 , 2086586
81645 , 1043219 , 78 , 2086598
81646 , 1043229 , 80 , 2086622
81647 , 1043242 , 79 , 2086646
81648 , 1043261 , 88 , 2086702
81649 , 1043273 , 94 , 2086738
81650 , 1043284 , 91 , 2086754
81651 , 1043293 , 106 , 2086802
81652 , 1043314 , 137 , 2086906
81653 , 1043330 , 135 , 2086934
81654 , 1043341 , 136 , 2086958
81655 , 1043365 , 122 , 2086978
81656 , 1043387 , 112 , 2087002
81657 , 1043406 , 105 , 2087026
81658 , 1043422 , 97 , 2087042
81659 , 1043436 , 93 , 2087062
81660 , 1043449 , 92 , 2087086
81661 , 1043461 , 94 , 2087114
81662 , 1043477 , 108 , 2087174
81663 , 1043491 , 98 , 2087182
81664 , 1043512 , 79 , 2087186
81665 , 1043529 , 66 , 2087194
81666 , 1043538 , 59 , 2087198
81667 , 1043556 , 59 , 2087234
81668 , 1043573 , 64 , 2087278
81669 , 1043584 , 71 , 2087314
81670 , 1043596 , 65 , 2087326
81671 , 1043610 , 71 , 2087366
81672 , 1043626 , 73 , 2087402
81673 , 1043638 , 83 , 2087446
81674 , 1043652 , 89 , 2087486
81675 , 1043666 , 79 , 2087494
81676 , 1043680 , 71 , 2087506
81677 , 1043692 , 65 , 2087518
81678 , 1043704 , 55 , 2087522
81679 , 1043713 , 52 , 2087534
81680 , 1043724 , 47 , 2087546
81681 , 1043741 , 88 , 2087662
81682 , 1043753 , 82 , 2087674
81683 , 1043772 , 65 , 2087678
81684 , 1043781 , 60 , 2087686
81685 , 1043789 , 58 , 2087698
81686 , 1043799 , 56 , 2087714
81687 , 1043809 , 58 , 2087738
81688 , 1043827 , 44 , 2087746
81689 , 1043841 , 54 , 2087794
81690 , 1043854 , 43 , 2087798
81691 , 1043864 , 55 , 2087842
81692 , 1043873 , 48 , 2087846
81693 , 1043883 , 44 , 2087858
81694 , 1043898 , 51 , 2087902
81695 , 1043909 , 58 , 2087938
81696 , 1043919 , 60 , 2087962
81697 , 1043935 , 82 , 2088038
81698 , 1043948 , 73 , 2088046
81699 , 1043957 , 82 , 2088082
81700 , 1043965 , 86 , 2088106
81701 , 1043980 , 97 , 2088158
81702 , 1043996 , 93 , 2088182
81703 , 1044013 , 82 , 2088194
81704 , 1044035 , 96 , 2088266
81705 , 1044048 , 89 , 2088278
81706 , 1044066 , 81 , 2088298
81707 , 1044077 , 82 , 2088322
81708 , 1044091 , 74 , 2088334
81709 , 1044104 , 73 , 2088358
81710 , 1044120 , 59 , 2088362
81711 , 1044134 , 51 , 2088374
81712 , 1044144 , 47 , 2088386
81713 , 1044156 , 51 , 2088418
81714 , 1044171 , 44 , 2088434
81715 , 1044185 , 40 , 2088454
81716 , 1044193 , 52 , 2088494
81717 , 1044204 , 51 , 2088514
81718 , 1044214 , 55 , 2088542
81719 , 1044227 , 54 , 2088566
81720 , 1044236 , 49 , 2088574
81721 , 1044245 , 42 , 2088578
81722 , 1044256 , 41 , 2088598
81723 , 1044268 , 73 , 2088686
81724 , 1044280 , 65 , 2088694
81725 , 1044294 , 57 , 2088706
81726 , 1044307 , 58 , 2088734
81727 , 1044319 , 50 , 2088742
81728 , 1044329 , 52 , 2088766
81729 , 1044342 , 47 , 2088782
81730 , 1044353 , 42 , 2088794
81731 , 1044365 , 42 , 2088818
81732 , 1044378 , 57 , 2088874
81733 , 1044390 , 51 , 2088886
81734 , 1044400 , 49 , 2088902
81735 , 1044409 , 46 , 2088914
81736 , 1044422 , 55 , 2088958
81737 , 1044435 , 72 , 2089018
81738 , 1044445 , 70 , 2089034
81739 , 1044461 , 66 , 2089058
81740 , 1044473 , 84 , 2089118
81741 , 1044487 , 80 , 2089138
81742 , 1044498 , 83 , 2089166
81743 , 1044514 , 71 , 2089174
81744 , 1044527 , 84 , 2089226
81745 , 1044541 , 76 , 2089238
81746 , 1044557 , 70 , 2089258
81747 , 1044572 , 79 , 2089306
81748 , 1044587 , 100 , 2089378
81749 , 1044604 , 91 , 2089394
81750 , 1044621 , 104 , 2089454
81751 , 1044632 , 99 , 2089466
81752 , 1044650 , 85 , 2089474
81753 , 1044664 , 73 , 2089478
81754 , 1044679 , 68 , 2089498
81755 , 1044694 , 55 , 2089502
81756 , 1044710 , 49 , 2089522
81757 , 1044724 , 41 , 2089534
81758 , 1044733 , 44 , 2089558
81759 , 1044744 , 35 , 2089562
81760 , 1044752 , 55 , 2089618
81761 , 1044762 , 47 , 2089622
81762 , 1044774 , 57 , 2089666
81763 , 1044780 , 57 , 2089678
81764 , 1044796 , 49 , 2089694
81765 , 1044809 , 40 , 2089702
81766 , 1044822 , 35 , 2089718
81767 , 1044832 , 43 , 2089754
81768 , 1044838 , 49 , 2089778
81769 , 1044850 , 41 , 2089786
81770 , 1044861 , 68 , 2089862
81771 , 1044877 , 62 , 2089882
81772 , 1044888 , 81 , 2089942
81773 , 1044905 , 90 , 2089994
81774 , 1044920 , 81 , 2090006
81775 , 1044931 , 80 , 2090026
81776 , 1044947 , 72 , 2090042
81777 , 1044960 , 65 , 2090054
81778 , 1044972 , 69 , 2090086
81779 , 1044989 , 70 , 2090122
81780 , 1045003 , 58 , 2090126
81781 , 1045014 , 65 , 2090162
81782 , 1045024 , 85 , 2090222
81783 , 1045036 , 79 , 2090234
81784 , 1045046 , 75 , 2090246
81785 , 1045054 , 73 , 2090258
81786 , 1045073 , 76 , 2090302
81787 , 1045082 , 69 , 2090306
81788 , 1045099 , 56 , 2090314
81789 , 1045109 , 72 , 2090366
81790 , 1045123 , 68 , 2090386
81791 , 1045137 , 60 , 2090398
81792 , 1045149 , 72 , 2090446
81793 , 1045162 , 65 , 2090458
81794 , 1045179 , 56 , 2090474
81795 , 1045190 , 49 , 2090482
81796 , 1045201 , 70 , 2090546
81797 , 1045213 , 62 , 2090554
81798 , 1045226 , 79 , 2090614
81799 , 1045240 , 67 , 2090618
81800 , 1045253 , 66 , 2090642
81801 , 1045266 , 81 , 2090698
81802 , 1045282 , 83 , 2090734
81803 , 1045298 , 91 , 2090782
81804 , 1045311 , 80 , 2090786
81805 , 1045321 , 74 , 2090794
81806 , 1045332 , 75 , 2090818
81807 , 1045350 , 59 , 2090822
81808 , 1045362 , 59 , 2090846
81809 , 1045371 , 54 , 2090854
81810 , 1045383 , 84 , 2090938
81811 , 1045395 , 90 , 2090974
81812 , 1045408 , 83 , 2090986
81813 , 1045425 , 80 , 2091014
81814 , 1045438 , 83 , 2091046
81815 , 1045447 , 80 , 2091058
81816 , 1045462 , 79 , 2091086
81817 , 1045472 , 73 , 2091094
81818 , 1045490 , 57 , 2091098
81819 , 1045500 , 57 , 2091118
81820 , 1045510 , 59 , 2091142
81821 , 1045524 , 47 , 2091146
81822 , 1045534 , 71 , 2091214
81823 , 1045551 , 68 , 2091242
81824 , 1045565 , 66 , 2091266
81825 , 1045575 , 66 , 2091286
81826 , 1045594 , 55 , 2091302
81827 , 1045603 , 58 , 2091326
81828 , 1045614 , 63 , 2091358
81829 , 1045625 , 64 , 2091382
81830 , 1045636 , 89 , 2091454
81831 , 1045654 , 73 , 2091458
81832 , 1045665 , 72 , 2091478
81833 , 1045675 , 86 , 2091526
81834 , 1045683 , 114 , 2091598
81835 , 1045699 , 100 , 2091602
81836 , 1045716 , 101 , 2091638
81837 , 1045732 , 95 , 2091658
81838 , 1045747 , 92 , 2091682
81839 , 1045756 , 101 , 2091718
81840 , 1045774 , 127 , 2091806
81841 , 1045789 , 116 , 2091814
81842 , 1045812 , 149 , 2091926
81843 , 1045833 , 146 , 2091962
81844 , 1045855 , 130 , 2091974
81845 , 1045871 , 124 , 2091994
81846 , 1045891 , 136 , 2092058
81847 , 1045906 , 139 , 2092094
81848 , 1045930 , 119 , 2092102
81849 , 1045945 , 106 , 2092106
81850 , 1045961 , 106 , 2092138
81851 , 1045976 , 99 , 2092154
81852 , 1045992 , 87 , 2092162
81853 , 1046007 , 104 , 2092226
81854 , 1046024 , 93 , 2092238
81855 , 1046040 , 137 , 2092358
81856 , 1046062 , 119 , 2092366
81857 , 1046081 , 106 , 2092378
81858 , 1046094 , 95 , 2092382
81859 , 1046108 , 93 , 2092406
81860 , 1046124 , 81 , 2092414
81861 , 1046144 , 91 , 2092474
81862 , 1046156 , 81 , 2092478
81863 , 1046169 , 86 , 2092514
81864 , 1046180 , 81 , 2092526
81865 , 1046190 , 137 , 2092658
81866 , 1046203 , 142 , 2092694
81867 , 1046221 , 128 , 2092702
81868 , 1046241 , 126 , 2092738
81869 , 1046256 , 113 , 2092742
81870 , 1046268 , 119 , 2092778
81871 , 1046286 , 105 , 2092786
81872 , 1046301 , 96 , 2092798
81873 , 1046311 , 100 , 2092826
81874 , 1046334 , 111 , 2092894
81875 , 1046350 , 97 , 2092898
81876 , 1046365 , 92 , 2092918
81877 , 1046379 , 116 , 2092994
81878 , 1046394 , 123 , 2093038
81879 , 1046412 , 113 , 2093054
81880 , 1046423 , 132 , 2093114
81881 , 1046438 , 139 , 2093158
81882 , 1046454 , 131 , 2093174
81883 , 1046477 , 118 , 2093194
81884 , 1046491 , 106 , 2093198
81885 , 1046504 , 121 , 2093254
81886 , 1046520 , 119 , 2093282
81887 , 1046534 , 121 , 2093314
81888 , 1046546 , 111 , 2093318
81889 , 1046558 , 117 , 2093354
81890 , 1046576 , 103 , 2093362
81891 , 1046589 , 96 , 2093374
81892 , 1046603 , 96 , 2093402
81893 , 1046619 , 90 , 2093422
81894 , 1046640 , 137 , 2093558
81895 , 1046659 , 130 , 2093582
81896 , 1046675 , 120 , 2093594
81897 , 1046690 , 115 , 2093614
81898 , 1046702 , 123 , 2093654
81899 , 1046719 , 112 , 2093666
81900 , 1046743 , 104 , 2093698
81901 , 1046758 , 103 , 2093726
81902 , 1046773 , 92 , 2093734
81903 , 1046786 , 109 , 2093794
81904 , 1046797 , 118 , 2093834
81905 , 1046819 , 112 , 2093866
81906 , 1046838 , 111 , 2093902
81907 , 1046857 , 100 , 2093918
81908 , 1046869 , 106 , 2093954
81909 , 1046887 , 104 , 2093986
81910 , 1046904 , 93 , 2093998
81911 , 1046922 , 107 , 2094062
81912 , 1046939 , 100 , 2094082
81913 , 1046957 , 84 , 2094086
81914 , 1046972 , 87 , 2094122
81915 , 1046983 , 92 , 2094154
81916 , 1047001 , 86 , 2094178
81917 , 1047014 , 81 , 2094194
81918 , 1047028 , 77 , 2094214
81919 , 1047041 , 76 , 2094238
81920 , 1047049 , 76 , 2094254
81921 , 1047061 , 68 , 2094262
81922 , 1047076 , 55 , 2094266
81923 , 1047088 , 49 , 2094278
81924 , 1047099 , 56 , 2094314
81925 , 1047110 , 61 , 2094346
81926 , 1047126 , 69 , 2094394
81927 , 1047138 , 59 , 2094398
81928 , 1047150 , 77 , 2094458
81929 , 1047163 , 74 , 2094478
81930 , 1047177 , 68 , 2094494
81931 , 1047187 , 82 , 2094542
81932 , 1047200 , 79 , 2094562
81933 , 1047214 , 67 , 2094566
81934 , 1047224 , 63 , 2094578
81935 , 1047234 , 71 , 2094614
81936 , 1047254 , 55 , 2094622
81937 , 1047261 , 50 , 2094626
81938 , 1047275 , 40 , 2094634
81939 , 1047284 , 37 , 2094646
81940 , 1047298 , 41 , 2094682
81941 , 1047309 , 56 , 2094734
81942 , 1047317 , 54 , 2094746
81943 , 1047327 , 50 , 2094758
81944 , 1047335 , 54 , 2094782
81945 , 1047351 , 66 , 2094838
81946 , 1047372 , 93 , 2094934
81947 , 1047382 , 85 , 2094938
81948 , 1047399 , 78 , 2094958
81949 , 1047414 , 75 , 2094982
81950 , 1047431 , 66 , 2094998
81951 , 1047444 , 65 , 2095022
81952 , 1047459 , 72 , 2095066
81953 , 1047471 , 66 , 2095078
81954 , 1047482 , 67 , 2095102
81955 , 1047496 , 61 , 2095118
81956 , 1047511 , 74 , 2095174
81957 , 1047525 , 62 , 2095178
81958 , 1047540 , 105 , 2095294
81959 , 1047552 , 95 , 2095298
81960 , 1047566 , 85 , 2095306
81961 , 1047582 , 83 , 2095334
81962 , 1047594 , 75 , 2095342
81963 , 1047606 , 81 , 2095378
81964 , 1047620 , 69 , 2095382
81965 , 1047633 , 66 , 2095402
81966 , 1047648 , 53 , 2095406
81967 , 1047658 , 53 , 2095426
81968 , 1047671 , 48 , 2095442
81969 , 1047684 , 51 , 2095474
81970 , 1047698 , 51 , 2095502
81971 , 1047709 , 52 , 2095526
81972 , 1047722 , 49 , 2095546
81973 , 1047735 , 42 , 2095558
81974 , 1047743 , 76 , 2095642
81975 , 1047752 , 79 , 2095666
81976 , 1047765 , 74 , 2095682
81977 , 1047781 , 76 , 2095718
81978 , 1047792 , 87 , 2095762
81979 , 1047805 , 76 , 2095766
81980 , 1047820 , 65 , 2095774
81981 , 1047833 , 88 , 2095846
81982 , 1047842 , 85 , 2095858
81983 , 1047851 , 88 , 2095882
81984 , 1047871 , 88 , 2095922
81985 , 1047881 , 88 , 2095942
81986 , 1047901 , 76 , 2095958
81987 , 1047911 , 76 , 2095978
81988 , 1047929 , 66 , 2095994
81989 , 1047939 , 66 , 2096014
81990 , 1047954 , 53 , 2096018
81991 , 1047965 , 46 , 2096026
81992 , 1047979 , 46 , 2096054
81993 , 1047989 , 52 , 2096086
81994 , 1047999 , 48 , 2096098
81995 , 1048012 , 37 , 2096102
81996 , 1048026 , 35 , 2096126
81997 , 1048040 , 81 , 2096246
81998 , 1048056 , 69 , 2096254
81999 , 1048069 , 58 , 2096258
82000 , 1048082 , 55 , 2096278
82001 , 1048096 , 91 , 2096378
82002 , 1048110 , 81 , 2096386
82003 , 1048125 , 86 , 2096426
82004 , 1048138 , 77 , 2096434
82005 , 1048150 , 67 , 2096438
82006 , 1048168 , 91 , 2096522
